artist,url,life,artworks
Alexander Roitburd,/en/alexander-roitburd,born 1961,264
Fyodor Rokotov,/en/fyodor-rokotov,1736 - 1808,37
Julio Romero de Torres,/en/julio-romero-de-torres,1874 - 1930,35
George Romney,/en/george-romney,1734 - 1802,233
Felicien Rops,/en/felicien-rops,1833 - 1898,81
Salvator Rosa,/en/salvator-rosa,1615 - 1673,107
Ottone Rosai,/en/ottone-rosai,1895 - 1957,31
Ralph Rosenborg,/en/ralph-rosenborg,1913 - 1992,13
James Rosenquist,/en/james-rosenquist,1933 - 2017,0
Constantin Daniel Rosenthal,/en/constantin-daniel-rosenthal,1820 - 1851,13
Toby Edward Rosenthal,/en/toby-edward-rosenthal,1848 - 1917,17
Dante Gabriel Rossetti,/en/dante-gabriel-rossetti,1828 - 1882,195
Medardo Rosso,/en/medardo-rosso,1858 - 1928,12
Theodore Roszak,/en/theodore-roszak,1907 - 1981,10
Mimmo Rotella,/en/mimmo-rotella,1918 - 2006,25
Dieter Roth,/en/dieter-roth,1930 - 1998,86
Susan Rothenberg,/en/susan-rothenberg,born 1945,15
Mark Rothko,/en/mark-rothko,1903 - 1970,163
Francois Rouan,/en/francois-rouan,born 1943,11
Georges Rouault,/en/georges-rouault,1871 - 1958,19
Henri Rousseau,/en/henri-rousseau,1844 - 1910,123
Theodore Rousseau,/en/theodore-rousseau,1812 - 1867,145
Pierre Roy,/en/pierre-roy,1880 - 1950,20
Lionel Noel Royer,/en/lionel-noel-royer,1852 - 1926,17
Olga Rozanova,/en/olga-rozanova,1886 - 1918,53
Endre Rozsda,/en/endre-rozsda,1913 - 1999,35
Richards Ruben,/en/richards-ruben,1925 - 1998,18
Peter Paul Rubens,/en/peter-paul-rubens,1577 - 1640,390
Andrei Rublev,/en/andrei-rublev,c.1360 - c.1430,58
Philipp Otto Runge,/en/philipp-otto-runge,1777 - 1810,26
Carl Rungius,/en/carl-rungius,1869 - 1959,16
Allen Ruppersberg,/en/allen-ruppersberg,born 1944,15
Edward Ruscha,/en/edward-ruscha,born 1937,74
Santiago Rusinol,/en/santiago-rusinol,1861 - 1931,39
John Ruskin,/en/john-ruskin,1819 - 1900,137
Charles M. Russell,/en/charles-m-russell,1864 - 1926,278
John Russell,/en/john-russell,1745 - 1806,36
John Peter Russell,/en/john-peter-russell,1858 - 1930,15
Morgan Russell,/en/morgan-russell,1886 - 1953,13
Luigi Russolo,/en/luigi-russolo,1883 - 1947,14
Ferdynand Ruszczyc,/en/ferdynand-ruszczyc,1870 - 1936,37
Claude Rutault,/en/claude-rutault,born 1941,21
Ivan Rutkovych,/en/ivan-rutkovych,c.1650 - c.1710,15
Rachel Ruysch,/en/rachel-ruysch,1664 - 1750,33
Vasiliy Ryabchenko,/en/vasiliy-ryabchenko,born 1954,92
Andrei Ryabushkin,/en/andrei-ryabushkin,1861 - 1904,61
Anne Ryan,/en/anne-ryan,1889 - 1954,26
Mark Ryden,/en/mark-ryden,born 1963,42
Robert Ryman,/en/robert-ryman,born 1930,40
Theo van Rysselberghe,/en/theo-van-rysselberghe,1862 - 1926,186
Luis Sacilotto,/en/luis-sacilotto,1924 - 2003,17
Ali Akbar Sadeghi,/en/ali-akbar-sadeghi,born 1937,7
Vasily Sadovnikov,/en/vasily-sadovnikov,1800 - 1879,31
Kay Sage,/en/kay-sage,1898 - 1963,20
Mahmoud Saiid,/en/mahmoud-saiid,1897 - 1964,79
Niki de Sainte Phalle,/en/niki-de-sainte-phalle,1930 - 2002,24
Kiyoshi Saito,/en/kiyoshi-saito,1907 - 1997,59
Ibrahim Salahi,/en/ibrahim-salahi,born 1930,10
Tahir Salahov,/en/tahir-salahov,born 1928,24
Raden Saleh,/en/raden-saleh,1811 - 1880,18
David Salle,/en/david-salle,born 1952,0
Tyko Sallinen,/en/sallinen-tyko,1879 - 1955,29
Roberto Sambonet,/en/roberto-sambonet,1924 - 1995,10
Daniel Sambo-Richter,/en/daniel-sambo-richter,born 1966,50
Samira Eskandarfar,/en/samira-eskandarfar,born 1980,10
Mykola Samokysh,/en/mykola-samokysh,1860 - 1944,23
Cagnaccio di San Pietro,/en/cagnaccio-di-san-pietro,1897 - 1946,17
Fred Sandback,/en/fred-sandback,1943 - 2003,16
Antonio Sanfilippo,/en/antonio-sanfilippo,1923 - 1980,21
Guilherme de Santa-Rita,/en/guilherme-de-santa-rita,1889 - 1918,9
Giuseppe Santomaso,/en/giuseppe-santomaso,1907 - 1990,31
Rubens Santoro,/en/rubens-santoro,1859 - 1942,14
Sanyu,/en/sanyu,1901 - 1966,50
Gianni Sarcone,/en/gianni-sarcone,born 1962,8
John Singer Sargent,/en/john-singer-sargent,1856 - 1925,797
Martiros Sarian,/en/martiros-sarian,1880 - 1972,551
Juliao Sarmento,/en/juliao-sarmento,born 1948,11
Andrea del Sarto,/en/andrea-del-sarto,1486 - 1530,59
George Saru,/en/george-saru,1920 - 2003,31
Wilhelm Sasnal,/en/wilhelm-sasnal,born 1972,17
Sašo Vrabič,/en/vrabic,born 1974,12
Sarunas Sauka,/en/sarunas-sauka3,born 1958,12
Arsen Savadov,/en/arsen-savadov,born 1962,235
Jenny Saville,/en/jenny-saville,born 1970,36
Aleksey Savrasov,/en/aleksey-savrasov,1830 - 1897,237
Fikret Mualla Saygi,/en/fikret-mualla-saygi,1904 - 1967,30
Emilio Scanavino,/en/emilio-scanavino,1922 - 1986,29
Christian Schad,/en/christian-schad,1894 - 1982,43
Adalbert Schaffer,/en/adalbert-schaffer,1815 - 1871,12
Louis Schanker,/en/louis-schanker,1903 - 1981,24
Miriam Schapiro,/en/miriam-schapiro,born 1923,70
Kenny Scharf,/en/kenny-scharf,born 1958,15
Boris Schatz,/en/boris-schatz,1866 - 1932,7
Ary Scheffer,/en/ary-scheffer,1796 - 1858,17
Paolo Scheggi,/en/paolo-scheggi,1940 - 1971,27
Artuš Scheiner,/en/artus-scheiner,1863 - 1938,91
August Friedrich Schenck,/en/august-friedrich-schenck,1828 - 1901,17
Mira Schendel,/en/mira-schendel,1919 - 1988,21
Tony Scherman,/en/tony-scherman,born 1950,11
Egon Schiele,/en/egon-schiele,1890 - 1918,298
Mario Schifano,/en/mario-schifano,1934 - 1998,51
Jakub Schikaneder,/en/jakub-schikaneder,1855 - 1924,24
Helene Schjerfbeck,/en/helene-schjerfbeck,1862 - 1946,48
Oskar Schlemmer,/en/oskar-schlemmer,1888 - 1943,22
Karl Schmidt-Rottluff,/en/karl-schmidt-rottluff,1884 - 1976,20
Julian Schnabel,/en/julian-schnabel,born 1951,15
Gerard Schneider,/en/gerard-schneider,1896 - 1986,18
Léo Schnug,/en/leo-schnug,1878 - 1933,26
Heinrich Schonfeld,/en/heinrich-schonfeld,1609 - 1684,24
Martin Schongauer,/en/martin-schongauer,c.1448 - 1491,61
Karl Schrag,/en/karl-schrag,1912 - 1995,42
Friedrich Schroder-Sonnenstern,/en/friedrich-schroder-sonnenstern,1892 - 1982,10
Bernard Schultze,/en/bernard-schultze,1915 - 2005,22
Bruno Schulz,/en/bruno-schulz,1892 - 1942,30
Emil Schumacher,/en/emil-schumacher,1912 - 1999,25
Regine Schumann,/en/regine-schumann,born 1961,10
Dana Schutz,/en/dana-schutz,born 1976,79
Carlos Schwabe,/en/carlos-schwabe,1886 - 1926,18
Mommie Schwarz,/en/samuel-schwarz,1876 - 1942,8
Rudolf Schweitzer-Cumpana,/en/rudolf-schweitzer-cumpana,1886 - 1975,61
Kurt Schwitters,/en/kurt-schwitters,1887 - 1948,39
David Scott,/en/david-scott,1806 - 1849,30
Tim Scott,/en/tim-scott,born 1937,10
Tom Scott,/en/tom-scott,1854 - 1927,26
William Scott,/en/william-scott,1913 - 1989,41
Sean Scully,/en/sean-scully,born 1945,30
Franz Sedlacek,/en/franz-sedlacek,1891 - c.1945,30
Sedrak Arakelyan,/en/sedrak-arakelyan,1884 - 1942,7
George Seeley,/en/george-seeley,1880 - 1955,11
Seen,/en/seen,born 1961,10
Arthur Segal,/en/arthur-segal,1875 - 1944,42
George Segal,/en/george-segal,1924 - 2000,26
Lasar Segall,/en/lasar-segall,1891 - 1957,18
Giovanni Segantini,/en/giovanni-segantini,1858 - 1899,83
Hercules Seghers,/en/hercules-seghers,c.1589 - c.1638,18
Guillaume Seignac,/en/guillaume-seignac,1870 - 1924,48
Nobuo Sekine,/en/nobuo-sekine,born 1942,10
Gerard Sekoto,/en/gerard-sekoto,1913 - 1993,75
Margit Selska,/en/margit-selska,1900 - 1980,27
Roman Selsky,/en/roman-selsky,1903 - 1990,37
Paritosh Sen,/en/paritosh-sen,1918 - 2008,26
Maurice Sendak,/en/maurice-sendak,1928 - 2012,12
Sengai,/en/sengai,1750 - 1837,23
Park Seo-Bo,/en/park-seo-bo,born 1931,18
Sohrab Sepehri,/en/sohrab-sepehri,1928 - 1980,32
Domingos Sequeira,/en/domingos-sequeira,1768 - 1837,18
Luigi Serafini,/en/luigi-serafini,born 1949,12
Zinaida Serebriakova,/en/zinaida-serebriakova,1884 - 1967,412
Sergey Belik,/en/sergey-belik,born 1953,30
Sergey Ryabchenko,/en/sergey-ryabchenko,1923 - 1992,38
Serhij Schyschko,/en/shishko-sergey,1911 - 1997,9
Valentin Serov,/en/valentin-serov,1865 - 1911,218
Ivan Serpa,/en/ivan-serpa,1923 - 1973,50
Jaroslav Serpan,/en/jaroslav-serpan,1922 - 1976,22
Richard Serra,/en/richard-serra,born 1939,15
Paul Serusier,/en/paul-serusier,1864 - 1927,77
Victor Servranckx,/en/victor-servranckx,1897 - 1965,11
Michel Seuphor,/en/michel-seuphor,1901 - 1999,15
Georges Seurat,/en/georges-seurat,1859 - 1891,174
Stefan Sevastre,/en/stefan-sevastre,born 1926,25
Gino Severini,/en/gino-severini,1883 - 1966,58
Ben Shahn,/en/ben-shahn,1898 - 1969,0
Morton Shamberg,/en/morton-shamberg,1881 - 1918,16
Nelson Shanks,/en/nelson-shanks,born 1937,10
Bada Shanren,/en/bada-shanren,1626 - 1705,20
Sharon Butler,/en/sharon-butler,,10
Viktor Shatalin,/en/viktor-shatalin,1926 - 2003,18
Byam Shaw,/en/byam-shaw,1872 - 1919,76
William Shayer,/en/william-shayer,1788 - 1879,56
Sylvester Shchedrin,/en/silvestr-shchedrin,1791 - 1830,20
Charles Sheeler,/en/charles-sheeler,1883 - 1965,16
Bahia Shehab,/en/bahia-shehab,born 1977,13
Amrita Sher-Gil,/en/amrita-sher-gil,1913 - 1941,22
Cindy Sherman,/en/cindy-sherman,born 1954,123
Sheryl Butler,/en/sheryl-butler,born 1987,0
Taras Shevchenko,/en/taras-shevchenko,1814 - 1861,83
Mikhail Shibanov,/en/mikhail-shibanov,fl.c. 1780,7
Aaron Shikler,/en/aaron-shikler,1922 - 2015,11
Alexander Shilov,/en/alexander-shilov,born 1943,26
Moon Pil Shim,/en/moon-pil-shim,born 1958,16
Shozo Shimamoto,/en/shozo-shimamoto,born 1928,18
Toko Shinoda,/en/toko-shinoda,born 1913,26
Andrey Shishkin,/en/andrey-shishkin,born 1960,38
Ivan Shishkin,/en/ivan-shishkin,1832 - 1898,522
Shitao,/en/shitao,1642 - 1707,80
Uemura Shoen,/en/uemura-shoen,1875 - 1949,25
Natori Shunsen,/en/natori-shunsen,1886 - 1960,47
Hishida Shunso,/en/hishida-shunso,1874 - 1911,12
Jan Siberechts,/en/jan-siberechts,1627 - 1703,18
Walter Sickert,/en/walter-sickert,1860 - 1942,62
Henryk Siemiradzki,/en/henryk-siemiradzki,1843 - 1902,84
Paul Signac,/en/paul-signac,1863 - 1935,94
Luca Signorelli,/en/luca-signorelli,c.1445 - 1523,92
Telemaco Signorini,/en/telemaco-signorini,1835 - 1901,38
Jean-Claude Silbermann,/en/jean-claude-silbermann,born 1935,11
Robert Silvers,/en/robert-silvers,born 1968,38
Josef Sima,/en/josef-sima,1891 - 1971,33
Hugo Simberg,/en/hugo-simberg,1873 - 1917,25
Turi Simeti,/en/turi-simeti,born 1929,13
Edward E. Simmons,/en/edward-e-simmons,1852 - 1931,30
Michel Simonidy,/en/michel-simonidy,1870 - 1933,22
John Simpson,/en/john-simpson,1782 - 1847,17
William Simpson,/en/william-simpson,1823 - 1899,14
Phil Sims,/en/phil-sims,born 1940,15
Gustave Singier,/en/gustave-singier,1909 - 1984,44
David Alfaro Siqueiros,/en/david-alfaro-siqueiros,1896 - 1974,71
William Russell Flint,/en/sir-william-russell-flint,1880 - 1969,6
Francisc Sirato,/en/francisc-sirato,1877 - 1953,39
Mario Sironi,/en/mario-sironi,1885 - 1961,57
Aaron Siskind,/en/aaron-siskind,1903 - 1991,23
Alfred Sisley,/en/alfred-sisley,1839 - 1899,471
Vasan Sitthiket,/en/vasan-sitthiket,born 1957,11
Wojciech Siudmak,/en/wojciech-siudmak,born 1942,162
Nikias Skapinakis,/en/nikias-skapinakis,born 1931,14
Max Slevogt,/en/max-slevogt,1868 - 1932,33
John French Sloan,/en/john-french-sloan,1871 - 1951,105
Jan Sluyters,/en/jan-sluyters,1881 - 1957,42
SM Sultan,/en/sm-sultan,1923 - 1994,8
Jeffrey Smart,/en/jeffrey-smart,1921 - 2013,155
Gustave de Smet,/en/gustave-de-smet,1877 - 1943,47
David Smith,/en/david-smith,1906 - 1965,16
Hassel Smith,/en/hassel-smith,1915 - 2007,13
Jessie Willcox Smith,/en/jessie-willcox-smith,1863 - 1935,28
Kiki Smith,/en/kiki-smith,born 1954,46
Matthew Smith,/en/matthew-smith,1879 - 1959,60
Richard Smith,/en/richard-smith,1931 - 2016,20
Thomas Smith,/en/thomas-smith,c.1600 - c.1700,3
Tony Smith,/en/tony-smith,1912 - 1980,16
Robert Smithson,/en/robert-smithson,1938 - 1973,13
Joan Snyder,/en/joan-snyder,born 1940,30
Frans Snyders,/en/frans-snyders,1579 - 1657,58
Soen Kogaku ,/en/soen-kogaku,1859 - 1917,8
Jose Gutierrez Solana,/en/jose-gutierrez-solana,1886 - 1945,62
Xul Solar,/en/xul-solar,1887 - 1963,61
Andrea Solario,/en/andrea-solario,1460 - 1524,19
Atanasio Soldati,/en/atanasio-soldati,1896 - 1953,10
Lolo Soldevilla,/en/lolo-soldevilla,1901 - 1971,23
Soledad Sevilla,/en/soledad-sevilla,born 1944,35
Francesco Solimena,/en/francesco-solimena,1657 - 1747,31
Fyodor Solntsev,/en/fyodor-solntsev,1801 - 1892,37
Sergey Solomko,/en/sergey-solomko,1867 - 1928,142
Simeon Solomon,/en/simeon-solomon,1840 - 1905,40
Soltan Soltanlı,/en/soltan-soltanli,born 1976,13
Frederick Sommer,/en/frederick-sommer,1905 - 1999,38
Konstantin Somov,/en/konstantin-somov,1869 - 1939,254
Hong Song-dam,/en/hong-song-dam,born 1955,15
Keith Sonnier,/en/keith-sonnier,born 1941,15
Joaquín Sorolla,/en/joaqu-n-sorolla,1863 - 1923,363
Alberto Sotio,/en/alberto-sotio,fl.c. 1187,5
Pierre Soulages,/en/pierre-soulages,born 1919,39
Chaim Soutine,/en/chaim-soutine,1893 - 1943,117
Arturo Souto,/en/arturo-souto,1902 - 1964,93
Louis Soutter,/en/louis-soutter,1871 - 1942,27
Amadeo de Souza-Cardoso,/en/amadeo-de-souza-cardoso,1887 - 1918,67
Michael Sowa,/en/michael-sowa,born 1945,51
Ettore Spalletti,/en/ettore-spalletti,born 1940,19
Austin Osman Spare,/en/austin-osman-spare,c.1886 - c.1956,12
Nzante Spee,/en/nzante-spee,1953 - 2005,15
Robert Spencer,/en/robert-spencer,1879 - 1931,87
John Roddam Spencer Stanhope,/en/john-roddam-spencer-stanhope,1829 - 1908,16
Stanley Spencer,/en/stanley-spencer,1891 - 1959,217
Leon Spilliaert,/en/leon-spilliaert,1881 - 1946,24
Carl Spitzweg,/en/carl-spitzweg,1808 - 1885,55
Daniel Spoerri,/en/daniel-spoerri,born 1930,25
Cornelis Springer,/en/cornelis-springer,1817 - 1891,71
John Frederick Herring Sr.,/en/john-frederick-herring-sr,1795 - 1865,74
Constantin Stahi,/en/constantin-stahi,1844 - 1920,16
Theodoros Stamos,/en/theodoros-stamos,1922 - 1997,101 artwork
Julian Stanczak,/en/julian-stanczak,born 1928,17
Stay High 149,/en/stay-high-149,1950 - 2012,15
Henryk Stazewski,/en/henryk-stazewski,1894 - 1988,22
T. C. Steele,/en/t-c-steele,1847 - 1926,77
Jan Steen,/en/jan-steen,c.1626 - 1679,131
Philip Wilson Steer,/en/philip-wilson-steer,1860 - 1942,41
George Stefanescu,/en/george-stefanescu,1914 - 2007,264
Saul Steinberg,/en/saul-steinberg,1914 - 1999,49
Theophile Steinlen,/en/theophile-steinlen,1859 - 1923,1136
Pat Steir,/en/pat-steir,born 1938,14
Frank Stella,/en/frank-stella,born 1936,123
Jacques Stella,/en/jacques-stella,1596 - 1657,27
Joseph Stella,/en/joseph-stella,1877 - 1946,35
Jean Alexandru Steriadi,/en/jean-alexandru-steriadi,1880 - 1956,18
Margareta Sterian,/en/margareta-sterian,1897 - 1992,43
Linder,/en/linder,born 1954,14
Irma Stern,/en/irma-stern,1894 - 1966,45
Hedda Sterne,/en/hedda-sterne,1910 - 2011,40
Matej Sternen,/en/matej-sternen,1870 - 1949,14
Virginia Frances Sterrett,/en/virginia-frances-sterrett,1900 - 1931,1 artwork
Florine Stettheimer,/en/florine-stettheimer,1871 - 1944,12
John Steuart Curry,/en/john-steuart-curry,1897 - 1946,28
Alfred Stevens,/en/alfred-stevens,1823 - 1906,66
Julius LeBlanc Stewart,/en/julius-leblanc-stewart,1855 - 1919,66
Alfred Stieglitz,/en/alfred-stieglitz,1864 - 1946,14
Clyfford Still,/en/clyfford-still,1904 - 1980,45
Jessica Stockholder,/en/jessica-stockholder,born 1959,10
Marianne Stokes,/en/marianne-stokes,1855 - 1927,71
Maria Stolarova,/en/maria-stolarova,1925 - 2016,5
Matthias Stom,/en/matthias-stom,c.1600 - c.1652,23
Marcus Stone,/en/marcus-stone,1840 - 1921,32
Abraham Storck,/en/abraham-storck,1644 - 1708,71
Myron Stout,/en/myron-stout,1908 - 1987,15
Ipolit Strambu,/en/ipolit-strambu,1871 - 1934,23
Tobias Stranover,/en/tobias-stranover,1684 - 1756,13
Arthur Streeton,/en/arthur-streeton,1867 - 1943,26
Marjorie Strider,/en/marjorie-strider,1934 - 2014,35
Bernhard Strigel,/en/bernhard-strigel,c.1461 - 1528,32
Bernardo Strozzi,/en/bernardo-strozzi,c.1581 - 1644,59
Robert Strubin,/en/robert-strubin,1897 - 1965,11
Wladyslaw Strzeminski,/en/wladyslaw-strzeminski,1893 - 1952,19
Gilbert Stuart,/en/gilbert-stuart,1755 - 1828,53
George Stubbs,/en/george-stubbs,1724 - 1806,73
Franz Stuck,/en/franz-stuck,1863 - 1928,81
Helmut Sturm,/en/helmut-sturm,1932 - 2008,15
Jindrich Styrsky,/en/jindrich-styrsky,1899 - 1942,38
Serge Sudeikin,/en/serge-sudeikin,1882 - 1946,61
Kishio Suga,/en/kishio-suga,born 1944,12
Alberto Sughi,/en/alberto-sughi,1928 - 2012,22
Hiroshi Sugimoto,/en/hiroshi-sugimoto,born 1948,15
Do Ho Suh,/en/do-ho-suh,born 1962,10
Se-Ok Suh,/en/se-ok-suh,born 1929,16
Agim Sulaj,/en/agim-sulaj,born 1960,46
Thomas Sully,/en/thomas-sully,1783 - 1872,146
Donald Sultan,/en/donald-sultan,born 1951,15
Sultan Muhammad,/en/sultan-muhammad,c.1475 - c.1550,11
Haddon Sundblom,/en/haddon-sundbloom,1899 - 1976,78
Vasily Surikov,/en/vasily-surikov,1848 - 1916,267
Abdullah Suriosubroto,/en/abdullah-suriosubroto,1878 - 1941,18
Leopold Survage,/en/leopold-survage,1879 - 1968,76
Graham Sutherland,/en/graham-sutherland,1903 - 1980,120
Max Walter Svanberg,/en/max-walter-svanberg,1912 - 1994,12
Johannes Sveinsson Kjarval,/en/johannes-sveinsson-kjarval,1885 - 1972,14
Pavel Svinyin,/en/pavel-svinyin,1787 - 1839,54
Robert Swain,/en/robert-swain,born 1940,10
Jagdish Swaminathan,/en/jagdish-swaminathan,1928 - 1994,22
Piroska Szanto,/en/piroska-szanto,1913 - 1998,36
Bertalan Szekely,/en/bertalan-szekely,1835 - 1910,10
Tiberiy Szilvashi,/en/tiberiy-szilvashi,born 1947,51
Fernando de Szyszlo,/en/fernando-de-szyszlo,born 1925,14
Philip Taaffe,/en/philip-taaffe,born 1955,10
Mir Ali Tabrizi,/en/mir-ali-tabrizi,c.1370 - c.1447,14
Haralampi Tachev,/en/haralampi-tachev,1875 - 1944,17
Tadanori Yokoo,/en/tadanori-yokoo,born 1936,74
Tadasky,/en/tadasky,born 1935,19
Sophie Taeuber-Arp,/en/sophie-taeuber-arp,1889 - 1943,26
Lino Tagliapietra,/en/lino-tagliapietra,born 1934,59
Abanindranath Tagore,/en/abanindranath-tagore,1871 - 1951,15
Hiroyuki Tajima,/en/hiroyuki-tajima,1911 - 1984,32
Shotei Takahashi,/en/shotei-takahashi,1871 - 1945,27
Takamatsu Jiro,/en/takamatsu-jiro,1936 - 1998,13
Takato Yamamoto,/en/takato-yamamoto,born 1960,33
Asano Takeji,/en/asano-takeji,1900 - 1999,32
TAKI 183,/en/taki-183,,14
Takis,/en/takis,born 1925,14
Pierre Tal-Coat,/en/pierre-tal-coat,1905 - 1985,52
Algernon Talmage,/en/algernon-talmage,1871 - 1939,48
Rufino Tamayo,/en/rufino-tamayo,1899 - 1991,21
Nikola Tanev,/en/nikola-tanev,1890 - 1962,14
Tang Yin,/en/tang-yin,1470 - 1524,12
Yves Tanguy,/en/yves-tanguy,1900 - 1955,22
Henry Ossawa Tanner,/en/henry-ossawa-tanner,1859 - 1937,100
Dorothea Tanning,/en/dorothea-tanning,1910 - 2012,41
Mark Tansey,/en/mark-tansey,born 1949,16
Antoni Tapies,/en/antoni-tapies,1923 - 2012,56
Leon Tarasewicz,/en/leon-tarasewicz,born 1957,9
Edmund Charles Tarbell,/en/edmund-charles-tarbell,1862 - 1938,22
Agostino Tassi,/en/agostino-tassi,1578 - 1644,14
Vladimir Tatlin,/en/vladimir-tatlin,1885 - 1953,25
Gheorghe Tattarescu,/en/gheorghe-tattarescu,1818 - 1894,32
Lenore Tawney,/en/lenore-tawney,1907 - 2007,13
Edward R. Taylor,/en/edward-r-taylor,1838 - 1911,16
Chu Teh-Chun,/en/chu-teh-chun,born 1920,25
Gil Teixeira Lopes,/en/gil-teixeira-lopes,born 1936,16
Carlos Saenz de Tejada,/en/carlos-saenz-de-tejada,1897 - 1958,97
Herve Telemaque,/en/herve-telemaque,born 1937,13
David Teniers the Younger,/en/david-teniers-the-younger,1610 - 1690,73
Teodor Harșia,/en/teodor-harsia,1914 - 1987,12
Gerard Terborch,/en/gerard-terborch,1617 - 1681,47
Hendrick Terbrugghen,/en/hendrick-terbrugghen,1588 - 1629,31
Panos Terlemezian,/en/panos-terlemezian,1865 - 1941,8
Panayiotis Tetsis,/en/panayiotis-tetsis,born 1925,50
Tetsuya Ishida,/en/tetsuya-ishida,1973 - 2005,10
Frits Thaulow,/en/frits-thaulow,1847 - 1906,50
Abbott Handerson Thayer,/en/abbott-handerson-thayer,1849 - 1921,92
The Game of Marseille,/en/the-game-of-marseille,1940 - 1941,17
Paul Thek,/en/paul-thek,1933 - 1988,18
Ion Theodorescu-Sion,/en/ion-theodorescu-sion,1882 - 1939,43
Wayne Thiebaud,/en/wayne-thiebaud,born 1920,0
Elizabeth Thompson,/en/elizabeth-thompson,1846 - 1933,56
Tom Thomson,/en/tom-thomson,1877 - 1917,20
Archibald Thorburn,/en/archibald-thorburn,1860 - 1935,39
Theodoor van Thulden,/en/theodoor-van-thulden,1606 - 1669,28
Frederic Matys Thursz,/en/frederic-matys-thursz,1930 - 1992,14
Giovanni Battista Tiepolo,/en/giovanni-battista-tiepolo,1696 - 1770,128
Giovanni Domenico Tiepolo,/en/giovanni-domenico-tiepolo,1727 - 1804,60
Louis Comfort Tiffany,/en/louis-comfort-tiffany,1848 - 1933,260
Lajos Tihanyi,/en/lajos-tihanyi,1885 - 1938,31
Wolfgang Tillmans,/en/wolfgang-tillmans,born 1968,9
Joe Tilson,/en/joe-tilson,born 1928,20
Walasse Ting,/en/walasse-ting,1929 - 2010,70
Jean Tinguely,/en/jean-tinguely,1925 - 1991,23
Tintoretto,/en/tintoretto,1518 - 1594,234
Rirkrit Tiravanija,/en/rirkrit-tiravanija,born 1961,10
Benvenuto Tisi,/en/benvenuto-tisi,1481 - 1559,22
James Tissot,/en/james-tissot,1836 - 1902,451
Titian,/en/titian,c.1488 - 1576,255
Johnny Warangkula Tjupurrula,/en/johnny-warangkula-tjupurrula,1925 - 2001,22
Mark Tobey,/en/mark-tobey,1890 - 1976,86
Francisco Toledo,/en/francisco-toledo,born 1940,36
Luis Tomasello,/en/luis-tomasello,born 1915,17
Tomioka Tessai,/en/tomioka-tessai,1837 - 1924,13
Bradley Walker Tomlin,/en/bradley-walker-tomlin,1899 - 1955,20
Nicolae Tonitza,/en/nicolae-tonitza,1886 - 1940,88
George Tooker,/en/george-tooker,1920 - 2011,8
Jan Toorop,/en/jan-toorop,1858 - 1928,38
Torii Kotondo,/en/torii-kotondo,1900 - 1976,27
Janos Tornyai,/en/janos-tornyai,1869 - 1936,23
Niele Toroni,/en/niele-toroni,born 1937,11
Joaquin Torres Garcia,/en/joaquin-torres-garcia,1874 - 1949,17
Giovanni Battista Torriglia,/en/giovanni-battista-torriglia,1858 - 1937,22
Tōshūsai Sharaku,/en/toshusai-sharaku,fl.c. 1794,159
Auguste Toulmouche,/en/auguste-toulmouche,1829 - 1890,23
Henri de Toulouse-Lautrec,/en/henri-de-toulouse-lautrec,1864 - 1901,374
Nicolas Tournier,/en/nicolas-tournier,1590 - 1639,12
Claude Tousignant,/en/claude-tousignant,born 1932,16
Ivan Tovar,/en/ivan-tovar,born 1942,13
Toyen,/en/toyen,1902 - 1980,90
Sesshu Toyo,/en/sesshu-toyo,1420 - 1506,11
Toyohara Chikanobu,/en/toyohara-chikanobu,1838 - 1912,30
Claudio Tozzi,/en/claudio-tozzi,born 1944,13
Mario Tozzi,/en/mario-tozzi,1895 - 1979,64
TRACY 168,/en/tracy-168,born 1958,11
Tran Van Can,/en/tran-van-can,1910 - 1994,16
Bill Traylor,/en/bill-traylor,1854 - 1949,10
Horace Trenerry,/en/horace-trenerry,1899 - 1958,17
Vladimir Tretchikoff,/en/vladimir-tretchikoff,1913 - 2006,29
Theophrastos Triantafyllidis,/en/theophrastos-triantafyllidis,1881 - 1955,38
Rosemarie Trockel,/en/rosemarie-trockel,born 1952,10
Karpo Trokhymenko,/en/karpo-trokhymenko,1885 - 1979,15
Vasily Tropinin,/en/vasily-tropinin,1776 - 1857,117
Dolfi Trost,/en/dolfi-trost,1916 - 1966,34
Constant Troyon,/en/constant-troyon,1810 - 1865,33
Wilhelm Trübner,/en/wilhelm-trubner,1851 - 1917,20
Anne Truitt,/en/anne-truitt,1921 - 2004,65
John Trumbull,/en/john-trumbull,1756 - 1843,15
Wen-Ying Tsai,/en/wen-ying-tsai,1928 - 2013,11
Yiannis Tsaroychis,/en/yiannis-tsaroychis,1910 - 1989,103
Albert Tucker,/en/albert-tucker,1914 - 1999,4
William Tucker,/en/william-tucker,born 1935,15
Ion Tuculescu,/en/ion-tuculescu,1910 - 1962,42
Henry Scott Tuke,/en/henry-scott-tuke,1858 - 1929,127
Charles Tunnicliffe,/en/charles-tunnicliffe,1901 - 1979,60
Adnan Turani,/en/adnan-turani,born 1925,0
Giulio Turcato,/en/giulio-turcato,1912 - 1995,37
William Turnbull,/en/william-turnbull,1922 - 2012,28
Charles Turner,/en/charles-turner,1774 - 1857,230
J.M.W. Turner,/en/william-turner,1775 - 1851,227
James Turrell,/en/james-turrell,born 1943,135
